Title,URL,Date,Author,Company,Company Size
"Why startups need builders and sellers, not strategists. | Mrinal ...",https://www.linkedin.com/posts/mrinalsingh2_you-need-to-be-building-or-selling-at-an-activity-7369429046398484483-yEvJ,2025-09-04,mrinalsingh2_you-need-to-be-building-or-selling-at-an-activity-7369429046398484483-yevj,Unknown,Unknown
#ai #mvp #python #vuejs #freelance #netherlands #remote ...,https://www.linkedin.com/posts/foxtektombaker_ai-mvp-python-activity-7369673288400273409-v8Al,2025-09-05,foxtektombaker_ai-mvp-python-activity-7369673288400273409-v8al,Unknown,Unknown
Is Lean Startup Dead? How AI Changed the Game | Sean Wise ...,https://www.linkedin.com/posts/seanwise_did-agentic-ai-just-kill-the-lean-startup-activity-7371600116111245312-SmAJ,2025-09-10,seanwise_did-agentic-ai-just-kill-the-lean-startup-activity-7371600116111245312-smaj,Unknown,Unknown
Lessons from building AI startups: Pedro Siaudzionis at Camu ...,https://www.linkedin.com/posts/brianrequarth_the-hidden-traps-of-building-ai-native-startups-activity-7374437808733790208-wz5Y,2025-09-18,brianrequarth_the-hidden-traps-of-building-ai-native-startups-activity-7374437808733790208-wz5y,Unknown,Unknown
How AI-assisted engineering can boost your dev process | Ahmer ...,https://www.linkedin.com/posts/ahmersultan_ai-in-software-engineering-is-often-misunderstood-activity-7371859937628426240-E0Df,2025-09-11,ahmersultan_ai-in-software-engineering-is-often-misunderstood-activity-7371859937628426240-e0df,Unknown,Unknown
How I scaled Fluently from $0 to $5M ARR with 16 resources | Yurii ...,https://www.linkedin.com/posts/yrebryk_90-of-startups-die-before-making-a-single-activity-7374043678501310464-NibN,2025-09-17,yrebryk_90-of-startups-die-before-making-a-single-activity-7374043678501310464-nibn,Unknown,Unknown
"Brazil's startup ecosystem grows, but hiring challenges persist ...",https://www.linkedin.com/posts/ambi-careers_brazil-just-became-the-4th-largest-startup-activity-7371832546780782593-Y7Sz,2025-09-11,ambi-careers_brazil-just-became-the-4th-largest-startup-activity-7371832546780782593-y7sz,Unknown,Unknown
How to avoid the MVP trap and save money | KOLAWOLE ...,https://www.linkedin.com/posts/kolawole-emmanuel-280469177_ive-seen-startups-spend-100k-on-mvps-that-activity-7372173377307967488-TlI8,2025-09-12,kolawole-emmanuel-280469177_ive-seen-startups-spend-100k-on-mvps-that-activity-7372173377307967488-tli8,Unknown,Unknown
Fastable.dev: AI-driven app building with Postgres and transparency ...,https://www.linkedin.com/posts/richard-abrich_this-week-i-joined-the-tool-use-podcast-to-activity-7371176049356976128-Endn,2025-09-09,richard-abrich_this-week-i-joined-the-tool-use-podcast-to-activity-7371176049356976128-endn,Unknown,Unknown
"I spent $75,000 building an MVP that was supposed to take 30 days ...",https://www.linkedin.com/posts/henrikbaecklund_i-spent-75000-building-an-mvp-that-was-activity-7373268808821542912-ucS-,2025-09-15,henrikbaecklund_i-spent-75000-building-an-mvp-that-was-activity-7373268808821542912-ucs-,Unknown,Unknown
"Lessons learned building an AI-first SaaS: AI, LLM, and more ...",https://www.linkedin.com/posts/arsenije-qbitech_10-things-i-learned-building-my-ai-first-activity-7368663884406177793-gJXI,2025-09-02,arsenije-qbitech_10-things-i-learned-building-my-ai-first-activity-7368663884406177793-gjxi,Unknown,Unknown
Why Speed Isn't Always the Best Approach to Product Development ...,https://www.linkedin.com/posts/contictech_productmanagement-startupadvice-buildwithpurpose-activity-7369332193732558848-JVE8,2025-09-04,contictech_productmanagement-startupadvice-buildwithpurpose-activity-7369332193732558848-jve8,Unknown,Unknown
AI tools can't replace developers: why reliability matters | Ankush ...,https://www.linkedin.com/posts/ankush-hegde-9144b3194_every-other-week-i-see-headlines-ai-will-activity-7372273112802938880-0qT-,2025-09-12,ankush-hegde-9144b3194_every-other-week-i-see-headlines-ai-will-activity-7372273112802938880-0qt-,Unknown,Unknown
How I Saved 40+ Hours with Node.js Packages | Paul JH Gowaseb ...,https://www.linkedin.com/posts/paul-jh-gowaseb-7561702b2_nodejs-webdevelopment-typescript-activity-7372217990441975809-WDWC,2025-09-12,paul-jh-gowaseb-7561702b2_nodejs-webdevelopment-typescript-activity-7372217990441975809-wdwc,Unknown,Unknown
#ai #startups #founder #productmanagement #innovation | Indrek ...,https://www.linkedin.com/posts/indrekvainu_ai-startups-founder-activity-7371562213624614912-3Btv,2025-09-10,indrekvainu_ai-startups-founder-activity-7371562213624614912-3btv,Unknown,Unknown
Apache Kafka 4.1: New Features and Improvements | Confluent ...,https://www.linkedin.com/posts/confluent_icymi-apache-kafka-41-is-here-following-activity-7369716330188398592-lNqA,2025-09-05,confluent_icymi-apache-kafka-41-is-here-following-activity-7369716330188398592-lnqa,Unknown,Unknown
Server Hosting vs Serverless Hosting: Which to Choose? | Kavsik ...,https://www.linkedin.com/posts/kavsik-yvs_serverless-hosting-cloudcomputing-activity-7369927673508237313-23IC,2025-09-05,kavsik-yvs_serverless-hosting-cloudcomputing-activity-7369927673508237313-23ic,Unknown,Unknown
Yougile's Scalable Architecture: A Success Story | Luis Oria Seidel ...,https://www.linkedin.com/posts/luis-oria-seidel-%F0%9F%87%BB%F0%9F%87%AA-301a758a_softwarearchitecture-microservices-scalability-activity-7374402507663384576-dB9Y,2025-09-18,luis-oria-seidel-%f0%9f%87%bb%f0%9f%87%aa-301a758a_softwarearchitecture-microservices-scalability-activity-7374402507663384576-db9y,Unknown,Unknown
From product-market to platform-market fit: The leap to scale | Tim ...,https://www.linkedin.com/posts/timhillison_gtm-platformmarketfit-nrr-activity-7373362481622126593--bRP,2025-09-15,timhillison_gtm-platformmarketfit-nrr-activity-7373362481622126593--brp,Unknown,Unknown
Segwise's AI tool for creative optimization and analytics | Erin Burton ...,https://www.linkedin.com/posts/erin-burton-%F0%9F%94%9C-shoptalk-chicago-350172b7_creativeoptimization-uamanager-uatools-activity-7373760746788331520-ewAb,2025-09-16,erin-burton-%f0%9f%94%9c-shoptalk-chicago-350172b7_creativeoptimization-uamanager-uatools-activity-7373760746788331520-ewab,Unknown,Unknown
Data Engineer needed for remote work in Brazil. Senior Data ...,https://www.linkedin.com/posts/jules-c-341b18130_data-engineer-needed-for-remote-work-in-brazil-activity-7374269794751229952-CJKj,2025-09-17,jules-c-341b18130_data-engineer-needed-for-remote-work-in-brazil-activity-7374269794751229952-cjkj,Unknown,Unknown
6 AI Design Patterns for Next-Gen Agents | Habib Shaikh posted on ...,https://www.linkedin.com/posts/habib-shaikh-aikadoctor_here-are-6-design-patterns-shaping-the-next-activity-7371484675812458496-n3Sx,2025-09-10,habib-shaikh-aikadoctor_here-are-6-design-patterns-shaping-the-next-activity-7371484675812458496-n3sx,Unknown,Unknown
Introducing TechPulse: AI-Powered Tech News Aggregator | Nadil ...,https://www.linkedin.com/posts/nadilsandaruwan_nextjs-typescript-ai-activity-7368234047292002304-76KW,2025-09-01,nadilsandaruwan_nextjs-typescript-ai-activity-7368234047292002304-76kw,Unknown,Unknown
Google's case study on Adya: A model of collaboration | Shayak ...,https://www.linkedin.com/posts/smhaaz_adya-case-study-activity-7373921184213622784-jcoy,2025-09-16,smhaaz_adya-case-study-activity-7373921184213622784-jcoy,Unknown,Unknown
No-code and AI: The new tech landscape and what it means for ...,https://www.linkedin.com/posts/anshastry_startups-innovation-nocode-activity-7371022180878348288-5Kio,2025-09-08,anshastry_startups-innovation-nocode-activity-7371022180878348288-5kio,Unknown,Unknown
Choosing the Right Agentic Architecture for Your Workflow | Mukul ...,https://www.linkedin.com/posts/mukul-kathayat_so-many-people-are-vibe-coding-agentic-workflows-activity-7371068425974194176-QPID,2025-09-08,mukul-kathayat_so-many-people-are-vibe-coding-agentic-workflows-activity-7371068425974194176-qpid,Unknown,Unknown
Deployed AI-powered matching engine with 200+ criteria for perfect ...,https://www.linkedin.com/posts/prashantha07_startupjourney-ai-algorithmdesign-activity-7370115550036807680-DL1T,2025-09-06,prashantha07_startupjourney-ai-algorithmdesign-activity-7370115550036807680-dl1t,Unknown,Unknown
#entrepreneurship #startup #productmanagement #designthinking ...,https://www.linkedin.com/posts/michael-coppola-29709270_entrepreneurship-startup-productmanagement-activity-7373611174917222400-j9ij,2025-09-15,michael-coppola-29709270_entrepreneurship-startup-productmanagement-activity-7373611174917222400-j9ij,Unknown,Unknown
Introducing the Pilot/Co-Pilot Protocol for Fintech Startups | Chris O ...,https://www.linkedin.com/posts/oneillchris_a-couple-of-weeks-ago-i-had-the-pleasure-activity-7373165472994742272-NLSw,2025-09-14,oneillchris_a-couple-of-weeks-ago-i-had-the-pleasure-activity-7373165472994742272-nlsw,Unknown,Unknown
"Lessons from ""the most dangerous refactor"": code, testing ...",https://www.linkedin.com/posts/panchal-mehul_the-most-dangerous-refactor-i-ever-did-activity-7371762328830218240-_WH9,2025-09-10,panchal-mehul_the-most-dangerous-refactor-i-ever-did-activity-7371762328830218240-_wh9,Unknown,Unknown
How to avoid costly infra mistakes as a founder | Siddharth Nayak ...,https://www.linkedin.com/posts/siddharthnayak00_a-founder-i-spoke-to-recently-was-shocked-activity-7369795215261360128-pB4V,2025-09-05,siddharthnayak00_a-founder-i-spoke-to-recently-was-shocked-activity-7369795215261360128-pb4v,Unknown,Unknown
The Dark Side of AI App Generators: A Founder's Cautionary Tale ...,https://www.linkedin.com/posts/patrick-schreiber-polymorph-systems-software-development_productdevelopment-ai-startups-activity-7371081771381186560-fm08,2025-09-09,patrick-schreiber-polymorph-systems-software-development_productdevelopment-ai-startups-activity-7371081771381186560-fm08,Unknown,Unknown
How Emotional Reactivity Kills Startups | Phil Neil posted on the ...,https://www.linkedin.com/posts/philippe-neil_entrepreneurship-leadership-activity-7368976072559837185-GQtT,2025-09-03,philippe-neil_entrepreneurship-leadership-activity-7368976072559837185-gqtt,Unknown,Unknown
How AI is changing the way we code and work. | William Dufresne ...,https://www.linkedin.com/posts/williamdufresne_vibe-coding-has-turned-senior-devs-into-activity-7373439063762137088-z9GD,2025-09-15,williamdufresne_vibe-coding-has-turned-senior-devs-into-activity-7373439063762137088-z9gd,Unknown,Unknown
What is MVP and why it's a proven startup strategy | Ajay Chaudhari ...,https://www.linkedin.com/posts/ajay-chaudhari-8712b828_proven-strategy-for-startupsie-mvp-activity-7374285696183922690-ev4z,2025-09-17,ajay-chaudhari-8712b828_proven-strategy-for-startupsie-mvp-activity-7374285696183922690-ev4z,Unknown,Unknown
"Rust doesn't guarantee speed, benchmark first | Ejaz Ahmed posted ...",https://www.linkedin.com/posts/ejazahm3d_writing-something-rust-doesnt-automatically-activity-7368875994985795584-Ef5E,2025-09-02,ejazahm3d_writing-something-rust-doesnt-automatically-activity-7368875994985795584-ef5e,Unknown,Unknown
How to avoid a bloated graveyard of shortcuts in UX | Jean-Roux ...,https://www.linkedin.com/posts/jeanrouxbez_uxstrategy-productleadership-designdebt-activity-7371958719930281984-P7du,2025-09-11,jeanrouxbez_uxstrategy-productleadership-designdebt-activity-7371958719930281984-p7du,Unknown,Unknown
How MOOV simplifies event operations for professionals | Victor ...,https://www.linkedin.com/posts/victor-bridgeman-8b466a34_eventprofs-eventoperations-meetingplanners-activity-7371361617726357504-ja9T,2025-09-09,victor-bridgeman-8b466a34_eventprofs-eventoperations-meetingplanners-activity-7371361617726357504-ja9t,Unknown,Unknown
#ai #ux #genai | Kyle Poyar | 69 comments,https://www.linkedin.com/posts/kyle-poyar_ai-ux-genai-activity-7374415671461597184-8biI,2025-09-18,kyle-poyar_ai-ux-genai-activity-7374415671461597184-8bii,Unknown,Unknown
"Designing for the ""No Results Found"" Moment | Faniyi ...",https://www.linkedin.com/posts/faniyi-oluwafayokemi-785131223_emptystate-productdesign-activity-7372322617606737922-5asw,2025-09-12,faniyi-oluwafayokemi-785131223_emptystate-productdesign-activity-7372322617606737922-5asw,Unknown,Unknown
Snap reboots with 'startup squads' to boost innovation | Sajjad Tariq ...,https://www.linkedin.com/posts/stariq0_snap-reboots-with-startup-squads-to-revive-activity-7371410302703407104-eJ8z,2025-09-09,stariq0_snap-reboots-with-startup-squads-to-revive-activity-7371410302703407104-ej8z,Unknown,Unknown
Learn UX Design from Logan Purdom: A Must-Watch Video | Sujay ...,https://www.linkedin.com/posts/sujaynadkarni_the-very-first-episode-with-logan-purdom-activity-7371365611601457153-SORe,2025-09-09,sujaynadkarni_the-very-first-episode-with-logan-purdom-activity-7371365611601457153-sore,Unknown,Unknown
Working in startups taught me one big thing: Product design doesn't ...,https://www.linkedin.com/posts/olgachernenka_working-in-startups-taught-me-one-big-thing-activity-7371116459483234304-M9D2,2025-09-09,olgachernenka_working-in-startups-taught-me-one-big-thing-activity-7371116459483234304-m9d2,Unknown,Unknown
How to launch a product in 8 weeks: A roadmap for founders ...,https://www.linkedin.com/posts/aayush-garg-68b6081a3_idea-mvp-in-8-weeks-activity-7370678109525716992-5GvG,2025-09-07,aayush-garg-68b6081a3_idea-mvp-in-8-weeks-activity-7370678109525716992-5gvg,Unknown,Unknown
You don't have to move to Dubai to benefit from 0% income tax ...,https://www.linkedin.com/posts/marktepina_you-dont-have-to-move-to-dubai-to-benefit-activity-7374009478700101632-VfbU,2025-09-17,marktepina_you-dont-have-to-move-to-dubai-to-benefit-activity-7374009478700101632-vfbu,Unknown,Unknown
Designers: Avoid AI pitfalls with my new framework | Riley Coleman ...,https://www.linkedin.com/posts/riley-coleman-a185754_im-watching-the-design-community-split-into-activity-7371389950036033536-LjBB,2025-09-09,riley-coleman-a185754_im-watching-the-design-community-split-into-activity-7371389950036033536-ljbb,Unknown,Unknown
Don't aim to build the next unicorn overnight. Build a simple MVP ...,https://www.linkedin.com/posts/rafal-j-zakrzewski_dont-aim-to-build-the-next-unicorn-overnight-activity-7372203688691666944-80ol,2025-09-12,rafal-j-zakrzewski_dont-aim-to-build-the-next-unicorn-overnight-activity-7372203688691666944-80ol,Unknown,Unknown
How Memory Architecture Drives Agentic AI | Bhavik Patel posted on ...,https://www.linkedin.com/posts/21-bhavik_why-memory-architecture-is-the-key-to-agentic-activity-7373974075469103104-U05b,2025-09-17,21-bhavik_why-memory-architecture-is-the-key-to-agentic-activity-7373974075469103104-u05b,Unknown,Unknown
Generated Unique IDs with Redis for Fintech Platform | Ovie ...,https://www.linkedin.com/posts/ovie-ighosuakpo_softwareengineering-systemdesign-fintech-activity-7369046875678617600-Zn8I,2025-09-03,ovie-ighosuakpo_softwareengineering-systemdesign-fintech-activity-7369046875678617600-zn8i,Unknown,Unknown
Understanding User Behavior with Product Analytics | Sanchit Singh ...,https://www.linkedin.com/posts/sanchit-singh-katiyar_productanalytics-saasinsights-amplitude-activity-7372377855906811904-6M-7,2025-09-12,sanchit-singh-katiyar_productanalytics-saasinsights-amplitude-activity-7372377855906811904-6m-7,Unknown,Unknown
"Don't chase shortcuts for SIH2025, focus on collaboration and ...",https://www.linkedin.com/posts/ambika-sanap_sih2025-smartindiahackathon-innovation-activity-7370514725174075393-6bvn,2025-09-07,ambika-sanap_sih2025-smartindiahackathon-innovation-activity-7370514725174075393-6bvn,Unknown,Unknown
Growth Team of One - The Mindset that unlocks | Kate Syuma | 14 ...,https://www.linkedin.com/posts/ekaterina-syuma_growth-team-of-one-the-mindset-that-unlocks-activity-7371142494820147200-RfJN,2025-09-09,ekaterina-syuma_growth-team-of-one-the-mindset-that-unlocks-activity-7371142494820147200-rfjn,Unknown,Unknown
#bmw #salestraining #producttraining #communicationskills ...,https://www.linkedin.com/posts/jasmeetsinghconsultant_bmw-salestraining-producttraining-activity-7372139447867559936-gg7g,2025-09-11,jasmeetsinghconsultant_bmw-salestraining-producttraining-activity-7372139447867559936-gg7g,Unknown,Unknown
How to Scale AI with Timeboxing: Our AI Hackathon Experience ...,https://www.linkedin.com/posts/pdfang_my-2c-the-most-underrated-hack-for-scaling-activity-7370874820370157568-nmVx,2025-09-08,pdfang_my-2c-the-most-underrated-hack-for-scaling-activity-7370874820370157568-nmvx,Unknown,Unknown
"In ""Who Does What By How Much?"", the book I co-wrote with Jeff ...",https://www.linkedin.com/posts/jseiden_in-who-does-what-by-how-much-the-book-activity-7370823834649722880-d-sy,2025-09-08,jseiden_in-who-does-what-by-how-much-the-book-activity-7370823834649722880-d-sy,Unknown,Unknown
Lessons from KPop Demon Hunters: Continuous Delivery ...,https://www.linkedin.com/posts/josh-grant-9570a214_if-youre-keeping-up-with-netflix-shows-activity-7369429501577003012-4JNC,2025-09-04,josh-grant-9570a214_if-youre-keeping-up-with-netflix-shows-activity-7369429501577003012-4jnc,Unknown,Unknown
"Offshoring didn't replace devs, it created more work and higher ...",https://www.linkedin.com/posts/mnyounger_if-it-were-that-easy-to-replace-devs-literally-activity-7372130814798548992-ndgD,2025-09-11,mnyounger_if-it-were-that-easy-to-replace-devs-literally-activity-7372130814798548992-ndgd,Unknown,Unknown
How Triple Whale operates with speed and ambition | Aj Orbach ...,https://www.linkedin.com/posts/avrahamorbach_engineering-at-triple-whale-means-building-activity-7369813344641318912-_rOZ,2025-09-05,avrahamorbach_engineering-at-triple-whale-means-building-activity-7369813344641318912-_roz,Unknown,Unknown
"AI can change the world, but only with action. | Jon Cheney posted ...",https://www.linkedin.com/posts/joncheney_ai-allows-for-action-at-an-unprecedented-activity-7374423210198585345-2jIp,2025-09-18,joncheney_ai-allows-for-action-at-an-unprecedented-activity-7374423210198585345-2jip,Unknown,Unknown
Have you ever written to the wrong chat? Not with real people. I ...,https://www.linkedin.com/posts/victoriashelest_have-you-ever-written-to-the-wrong-chat-activity-7371074591760203776-nhK4,2025-09-08,victoriashelest_have-you-ever-written-to-the-wrong-chat-activity-7371074591760203776-nhk4,Unknown,Unknown
How to use Grok for research: 5 powerful ways | MD NAJIB ...,https://www.linkedin.com/posts/md-najib-hossain_prompt-prompt-prompt-activity-7370189987855683584-6kCS,2025-09-06,md-najib-hossain_prompt-prompt-prompt-activity-7370189987855683584-6kcs,Unknown,Unknown
Why SaaS startups should start with an MVP | Bilal Umrani posted ...,https://www.linkedin.com/posts/bilalkumrani_why-every-saas-founder-should-start-with-activity-7374155198119899136-5h9T,2025-09-17,bilalkumrani_why-every-saas-founder-should-start-with-activity-7374155198119899136-5h9t,Unknown,Unknown
Adobe launches Experimentation Accelerator for Journey Optimizer ...,https://www.linkedin.com/posts/robertwalsh3_adobe-is-launching-the-next-generation-of-activity-7371571431903580161-0Mvk,2025-09-10,robertwalsh3_adobe-is-launching-the-next-generation-of-activity-7371571431903580161-0mvk,Unknown,Unknown
React vs no-Code: When to Choose Each for Your Business | Isaiah ...,https://www.linkedin.com/posts/isaiah-onanubi-b23197223_hot-take-most-businesses-dont-actually-activity-7368936509900492801-yDst,2025-09-03,isaiah-onanubi-b23197223_hot-take-most-businesses-dont-actually-activity-7368936509900492801-ydst,Unknown,Unknown
August Founder Samuel Cope on MTD and Landlord Software ...,https://www.linkedin.com/posts/virajacharya_samuel-cope-founder-of-august-explaining-activity-7373022749524377600-o8VP,2025-09-14,virajacharya_samuel-cope-founder-of-august-explaining-activity-7373022749524377600-o8vp,Unknown,Unknown
How to Get a 25LPA+ QA Offer at FAANG in 35 Days | Raghvendra ...,https://www.linkedin.com/posts/raghvendra-singh-718b72209_if-youve-cleared-the-phone-screen-for-a-activity-7371531279160299520-YR4m,2025-09-10,raghvendra-singh-718b72209_if-youve-cleared-the-phone-screen-for-a-activity-7371531279160299520-yr4m,Unknown,Unknown
Why Mobile Apps Are Overlooked in Enterprise Risk Management ...,https://www.linkedin.com/posts/harrison-sloan-507802a3_what-is-mobile-app-risk-management-and-why-activity-7370847212542623744-cpad,2025-09-08,harrison-sloan-507802a3_what-is-mobile-app-risk-management-and-why-activity-7370847212542623744-cpad,Unknown,Unknown
The Product Owner's Dilemma: Balancing Business Goals and ...,https://www.linkedin.com/posts/md-zafore-sadek_productowner-agile-scrum-activity-7369265087695486976-3Mmc,2025-09-04,md-zafore-sadek_productowner-agile-scrum-activity-7369265087695486976-3mmc,Unknown,Unknown
QA Interview Prep: Scenario-Based Questions | Waqar Mahmood ...,https://www.linkedin.com/posts/waqar-mahmood-689489187_qa-testing-automationtesting-activity-7374159719990644736-_F2d,2025-09-17,waqar-mahmood-689489187_qa-testing-automationtesting-activity-7374159719990644736-_f2d,Unknown,Unknown
How Brian Chesky broke the rules to build Airbnb | Elana Gold ...,https://www.linkedin.com/posts/itselanagold_brian-chesky-broke-every-rule-they-teach-activity-7374069141709778944-J9AK,2025-09-17,itselanagold_brian-chesky-broke-every-rule-they-teach-activity-7374069141709778944-j9ak,Unknown,Unknown
Incredible AI: A Breakthrough for Developers and Automators | Steve ...,https://www.linkedin.com/posts/stevenouri_llm-siliconvalhalla-stockholm-activity-7371874747661557760-m4Mq,2025-09-11,stevenouri_llm-siliconvalhalla-stockholm-activity-7371874747661557760-m4mq,Unknown,Unknown
How Cashfree Payments uses AWS Bedrock for faster payments ...,https://www.linkedin.com/posts/cashfree-tech_cashfree-case-study-activity-7368207129544986624-_yY5,2025-09-01,cashfree-tech_cashfree-case-study-activity-7368207129544986624-_yy5,Unknown,Unknown
#ai #fintech #frauddetection #googlecloud #gemini ...,https://www.linkedin.com/posts/maxim-styazhkin_ai-fintech-frauddetection-activity-7373346530113658880-IfN7,2025-09-15,maxim-styazhkin_ai-fintech-frauddetection-activity-7373346530113658880-ifn7,Unknown,Unknown
The Disappearing Act of Soft Skills in the AI Age | James Victor ...,https://www.linkedin.com/posts/james-victor-onunna-nkwachi-2634b595_leadership-futureofwork-softskills-activity-7369375034701717506-RMv5,2025-09-04,james-victor-onunna-nkwachi-2634b595_leadership-futureofwork-softskills-activity-7369375034701717506-rmv5,Unknown,Unknown
Steve Jobs: A Visionary of Simplicity and Innovation | Keith ...,https://www.linkedin.com/posts/keith-mawanda-9b412175_innovation-leadership-stevejobs-activity-7368598452370374657-V9J0,2025-09-02,keith-mawanda-9b412175_innovation-leadership-stevejobs-activity-7368598452370374657-v9j0,Unknown,Unknown
How to refactor your app with AI for shareability | Descience Open ...,https://www.linkedin.com/posts/descience-open-source-club_portfolioproject-aiengineer-studentcoders-activity-7370070831877537792-HgG3,2025-09-06,descience-open-source-club_portfolioproject-aiengineer-studentcoders-activity-7370070831877537792-hgg3,Unknown,Unknown
GitHub breach exposes 22+ major enterprises. What can you do to ...,https://www.linkedin.com/posts/greg-jones-primsec_your-github-is-your-front-doorand-most-organizations-activity-7371165510962487296-0b9H,2025-09-09,greg-jones-primsec_your-github-is-your-front-doorand-most-organizations-activity-7371165510962487296-0b9h,Unknown,Unknown
Thinking Machines Lab: A Visionary AI Startup | Eric Uyeda posted ...,https://www.linkedin.com/posts/mrericpirate_metas-billions-cant-buy-ai-visionbut-thinking-activity-7369300545687179273-vzMv,2025-09-04,mrericpirate_metas-billions-cant-buy-ai-visionbut-thinking-activity-7369300545687179273-vzmv,Unknown,Unknown
#ai #agenticai #grc #cybersecurity #artificialintelligence | Christian ...,https://www.linkedin.com/posts/christianhyatt_ai-agenticai-grc-activity-7371884220081950720-WEYX,2025-09-11,christianhyatt_ai-agenticai-grc-activity-7371884220081950720-weyx,Unknown,Unknown
"Risk3sixty was inducted into the Atlanta Business Chronicle ""Hall of ...",https://www.linkedin.com/posts/christianhyatt_risk3sixty-was-inducted-into-the-atlanta-activity-7373356255924371457-zgHT,2025-09-15,christianhyatt_risk3sixty-was-inducted-into-the-atlanta-activity-7373356255924371457-zght,Unknown,Unknown
Excited to kick-off this year's Cash Flow Underwriting Summit (and ...,https://www.linkedin.com/posts/mishaesipov_excited-to-kick-off-this-years-cash-flow-activity-7371552319618039808-y4qd,2025-09-10,mishaesipov_excited-to-kick-off-this-years-cash-flow-activity-7371552319618039808-y4qd,Unknown,Unknown
"Adobe's AI innovations adopted by top brands like Microsoft, IBM ...",https://www.linkedin.com/posts/adobe_global-enterprises-embrace-adobe-and-its-activity-7372282894758764545-gkXg,2025-09-12,adobe_global-enterprises-embrace-adobe-and-its-activity-7372282894758764545-gkxg,Unknown,Unknown
How to Make Better Decisions with ChatGPT Prompts | Maria Gharib ...,https://www.linkedin.com/posts/maria-gharib-091779b9_every-successful-ceo-has-one-secret-weapon-activity-7374396812184604672-TLMf,2025-09-18,maria-gharib-091779b9_every-successful-ceo-has-one-secret-weapon-activity-7374396812184604672-tlmf,Unknown,Unknown
HubSpot's AI and CX strategies at INBOUND | Gemini Logic Inc ...,https://www.linkedin.com/posts/gemini-logic-inc_hubspots-spotlight-with-yamini-rangan-and-activity-7372284352627470336-nLCJ,2025-09-12,gemini-logic-inc_hubspots-spotlight-with-yamini-rangan-and-activity-7372284352627470336-nlcj,Unknown,Unknown
"""SSO Security: Myth vs Fact and Smart Security Tip"" | Palanivel ...",https://www.linkedin.com/posts/palanivel-manoharan-cissp-ccsp-cc-cybersecurity-architect-26b26a65_mythvsfact-cybersecurity-sso-activity-7368361930454888449-tdOi,2025-09-01,palanivel-manoharan-cissp-ccsp-cc-cybersecurity-architect-26b26a65_mythvsfact-cybersecurity-sso-activity-7368361930454888449-tdoi,Unknown,Unknown
How to save half a million with smarter QA strategies | Fatih ...,https://www.linkedin.com/posts/fatih-harmanci-9331271aa_many-singapore-and-apac-enterprises-held-activity-7368539531869851648-wifv,2025-09-02,fatih-harmanci-9331271aa_many-singapore-and-apac-enterprises-held-activity-7368539531869851648-wifv,Unknown,Unknown
How Airtable Simplified My Auto Repair Garage Project | Olivia ...,https://www.linkedin.com/posts/olivia-okpara_autorepairgarage-sampleproject-autoreapairgaragesampleproject-activity-7368915721654796288-bput,2025-09-03,olivia-okpara_autorepairgarage-sampleproject-autoreapairgaragesampleproject-activity-7368915721654796288-bput,Unknown,Unknown
Zoho to open UK data centre in 2026 for data sovereignty | Tom Bell ...,https://www.linkedin.com/posts/tommattbell81_zoho-announces-plans-for-uk-data-centre-activity-7370736440961572864-qy92,2025-09-08,tommattbell81_zoho-announces-plans-for-uk-data-centre-activity-7370736440961572864-qy92,Unknown,Unknown
Introducing Clad Locates: AI-assisted 811 ticket submission and ...,https://www.linkedin.com/posts/jasonrudin_today-were-launching-clad-locates-clad-activity-7369376816777695233-5jlV,2025-09-04,jasonrudin_today-were-launching-clad-locates-clad-activity-7369376816777695233-5jlv,Unknown,Unknown
How to use ChatGPT beyond simple queries | Alex Emelian posted ...,https://www.linkedin.com/posts/ymlnv_chatgpt-is-evolving-and-so-should-the-way-activity-7370793917862289408-PR45,2025-09-08,ymlnv_chatgpt-is-evolving-and-so-should-the-way-activity-7370793917862289408-pr45,Unknown,Unknown
How to fight back against negative Amazon reviews with AI | John ...,https://www.linkedin.com/posts/john-anglo-fcf-agency_ecommercegrowth-negativereviews-entrepreneurship-activity-7370098950927839232-FiAV,2025-09-06,john-anglo-fcf-agency_ecommercegrowth-negativereviews-entrepreneurship-activity-7370098950927839232-fiav,Unknown,Unknown
"Cursor Sydney meetup at Atlassian HQ: AI, coding, and community ...",https://www.linkedin.com/posts/shrikhapentakota_still-buzzing-from-the-cursor-sydney-meetup-activity-7371909075984560128-SuJX,2025-09-11,shrikhapentakota_still-buzzing-from-the-cursor-sydney-meetup-activity-7371909075984560128-sujx,Unknown,Unknown
How AI agents are changing office work: A comparison | AI: Artificial ...,https://www.linkedin.com/posts/ai-chatgpt-prompts_ai-agents-are-slowly-becoming-regular-office-activity-7369691708055330819-q8Sf,2025-09-05,ai-chatgpt-prompts_ai-agents-are-slowly-becoming-regular-office-activity-7369691708055330819-q8sf,Unknown,Unknown
How to fix UI issues with weekly sprints | Jared French posted on the ...,https://www.linkedin.com/posts/jaredfrench_paper-cuts-is-the-perfect-way-to-describe-activity-7371876325172764673-yC3F,2025-09-11,jaredfrench_paper-cuts-is-the-perfect-way-to-describe-activity-7371876325172764673-yc3f,Unknown,Unknown
